,scene_id,text,character,cAGR,cCON,cEXT,cOPN,cNEU
362,03_e04_c04,"<b>s03_e04_c04(0) for Rachel</b><br><br><b>Phoebe</b>: Oh, it's your audition from this morning. Can I use the phone again?<br><br><b>Rachel</b>: Sure Pheebs, you know, that's what it's there for, emergencies and pretend agents.<br><br><b>Joey</b>: Come on baby, come on!<br><br><b>Phoebe</b>: (on phone, in 'Katelynn's' voice) 'Hi, I have Phoebe Buffay returning a page. Okay, well, um, she's in her car I'll have to patch you through.'<br><br><b>Rachel</b>: Very nice touch.<br><br><b>Phoebe</b>: (in voice, on phone) 'Okay, go ahead.' (in normal voice on phone) Um, hi Annie. (listens) Fantastic! (to Joey) You got it. (on phone) Oh, okay, um, 'Will he work for scale?' you ask me. Well, I don't know about that, (Joey clears his throat to signify yes) except that I do and he will. Great, oh you are such a sweetheart. I would love to have lunch with you, how about we have lunch next....(hangs up phone) Op, went through a tunnel.<br><br><b>Rachel</b>: Unbelievable.<br><br>",Rachel,1,1,1,1,1
363,03_e04_c06,"<b>s03_e04_c06(0) for Monica</b><br><br><b>Chandler</b>: Then I got all needy and clingy.<br><br><b>Rachel</b>: Okay, wait a minute, wait a minute, wait a minute. Maybe it's not so bad. How did you leave it?<br><br><b>Chandler</b>: She said she'd call me.<br><br><b>Monica, Rachel</b>: Ohh! (both grab there stomachs in pain)<br><br><b>Chandler</b>: Oh God.<br><br><b>Monica</b>: Welcome to our side of the tunnel.<br><br><b>Chandler</b>: This ice cream tastes like crap by the way.<br><br><b>Rachel</b>: Yeah, well that's that lo-cal, non dairy, soy milk junk. We sort of, we save the real stuff for those really terminal cases.<br><br><b>Monica</b>: You know, when you start get screwed over all the time, you gotta switch to low-fat.<br><br><b>Rachel</b>: Yeah, you do.<br><br><b>Chandler</b>: So, you don't think I'm terminal?<br><br><b>Monica</b>: Well, no, not at all, you're not terminal, you just, you just need some damage control.<br><br><b>Chandler</b>: Okay, okay. So, should I call her?<br><br><b>Monica, Rachel</b>: Nooo!<br><br><b>Rachel</b>: This is a very critical time right now. If you feel yourself reaching for that phone, then you go shoe shopping, you get your butt in a bubble bath. You want her back you have to start acting aloof.<br><br><b>Monica</b>: She has to know that your not ready.<br><br>",Monica,0,0,0,1,0
364,03_e04_c09,"<b>s03_e04_c09(0) for Phoebe</b><br><br><b>Phoebe</b>: Okay, so we got some more good rejections, lots of stuff to work on.<br><br><b>Joey</b>: Okay, shoot.<br><br><b>Phoebe</b>: Okay, um, oh, the zoo commercial.<br><br><b>Joey</b>: I didn't get it?<br><br><b>Phoebe</b>: No. They said you 'Weren't believable as a human being.' So, you can work on that.<br><br><b>Joey</b>: Okay, what else?<br><br><b>Phoebe</b>: Um, the off-Broadway play people said 'You were pretty but dumb.'<br><br><b>Joey</b>: Oh.<br><br><b>Phoebe</b>: Oh no wait, I'm sorry, that's 'pretty dumb.'<br><br><b>Joey</b>: Look, it's okay, no, no, no, really, look um, I really appreciate this Pheebs, but I think I'm gonna have to go back to Estelle.<br><br><b>Phoebe</b>: Oh.<br><br><b>Joey</b>: Yeah, well don't get me wrong, you're a better agent than she is, but at least with her I don't want to blow my pretty dumb brains out.<br><br><b>Phoebe</b>: Yeah, no, I understand.<br><br><b>Joey</b>: You do, thanks.<br><br><b>Phoebe</b>: Yeah. Sorry. (she starts to leave)<br><br>",Phoebe,0,0,0,1,1
365,03_e05_c03,"<b>s03_e05_c03(0) for Phoebe</b><br><br><b>Chandler</b>: Peter Parker.<br><br><b>Ross</b>: Thank you.<br><br><b>Rachel</b>: What about you honey, who would be on your list?<br><br><b>Ross</b>: Well I-I-I, that kind of thing requires some serious thought. First, I'll divide my perspective canidates into catergories....<br><br><b>Chandler</b>: (coughing) What a geek!<br><br><b>Phoebe</b>: (entering) Everbody this is Frank! This is my half-brother Frank.<br><br><b>All</b>: Oh, hi.<br><br><b>Phoebe</b>: This is everybody. This is Ross.<br><br><b>Frank</b>: How are you?<br><br><b>Ross</b>: Hey.<br><br><b>Phoebe</b>: Chandler.<br><br><b>Chandler</b>: Hi.<br><br><b>Frank</b>: Hi.<br><br><b>Phoebe</b>: Joey.<br><br><b>Joey</b>: Hey-hey!<br><br><b>Frank</b>: Hey.<br><br><b>Phoebe</b>: This is Monica.<br><br><b>Frank</b>: Whoa!<br><br><b>Phoebe</b>: And this is Rachel.<br><br><b>Rachel</b>: Hi!<br><br><b>Frank</b>: Whoa!!<br><br><b>Phoebe</b>: I'm gonna get coffee.<br><br><b>Frank</b>: Hey, how do you guys get anything done?<br><br><b>Chandler</b>: We don't, really.<br><br>",Phoebe,1,1,1,1,0
366,03_e05_c05,"<b>s03_e05_c05(0) for Joey</b><br><br><b>Monica</b>: Hey! Where 'ya headin' in those pants? 1982?<br><br><b>Joey</b>: Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale. If you ever want to redo the bathroom floor.<br><br><b>Monica</b>: Why, what's wrong with my bathroom floor?<br><br><b>Joey</b>: Nothing. It's just old and dingy, that's all.<br><br><b>Monica</b>: I highly doubt that. (they both go to the bathroom)<br><br><b>Joey</b>: Oh yeah. If you ah, move your hamper, you see what color the tile used to be. (Monica gasps) Yeah.<br><br><b>Monica</b>: I can't live like this! What are we gonna do? What are we gonna do?<br><br><b>Joey</b>: Relax. Here hold this (hands her his beer). This old stuff just comes right off. (he bends down to try and lift some tile right in the middle of the floor, in his tight pants.)<br><br>",Joey,0,0,1,1,0
367,03_e05_c07,"<b>s03_e05_c07(0) for Rachel</b><br><br><b>Ross</b>: Okay, I've got three of my five.<br><br><b>Rachel</b>: Three of your five, what?<br><br><b>Ross</b>: Celebrities I'm allowed to sleep with.<br><br><b>Rachel</b>: Oh my God! You are giving this a lot of thought.<br><br>",Rachel,1,0,0,1,0
368,03_e05_c07,"<b>s03_e05_c07(0) for Chandler</b><br><br><b>Ross</b>: Okay, I've got three of my five.<br><br><b>Rachel</b>: Three of your five, what?<br><br><b>Ross</b>: Celebrities I'm allowed to sleep with.<br><br><b>Rachel</b>: Oh my God! You are giving this a lot of thought.<br><br><b>Ross</b>: Yeah, it's hard okay, I only have two spots left.<br><br><b>Chandler</b>: All right, so who do you got it narrowed down to?<br><br><b>Ross</b>: Okay, Elizabeth Hurely....<br><br><b>Chandler</b>: Oooh-hoo, very attractive, forgiving.<br><br><b>Ross</b>: Susan Sarandon.<br><br><b>Chandler</b>: Eh, y'know what, she's to political, she probably wouldn't let you do it, unless you donated four cans of food first.<br><br>",Chandler,1,0,1,1,1
369,03_e05_c12,"<b>s03_e05_c12(0) for Frank</b><br><br><b>Frank</b>: Ow!-Ow!-Ow! Ow! Ow! Ow! Ow! Ow! Ow! Y'know, ow!<br><br><b>Phoebe</b>: Hey!-Hey! What's going on?<br><br><b>Frank</b>: She broke my arm.<br><br><b>Girl</b>: He touched my fanny.<br><br><b>Frank</b>: No, she touched mine first!<br><br><b>Girl</b>: That's my job!<br><br><b>Frank</b>: So wait, what's the deal here, I can have sex with you, but I can't touch you?<br><br><b>Phoebe, Girl</b>: Ewww!!!<br><br><b>Phoebe</b>: You can't have sex with her!<br><br><b>Girl</b>: What'd you think I was, a hooker?<br><br><b>Frank</b>: No, your a masseuse, it's cool, I'm not a cop.<br><br><b>Phoebe</b>: Okay, Jasmine, can you, can you ask Mr. Whiffler if he can wait for like five minutes.<br><br><b>Jasmine</b>: Fine. (starts to leave, and points at Frank) I don't like you!! (leaves)<br><br><b>Phoebe</b>: (turns around and hits Frank) So that's what you thought I did!! God! That's not what I do!<br><br><b>Frank</b>: Wait that's-that's, what that's not what you do?<br><br><b>Phoebe</b>: Nooo! Why would you think that?<br><br><b>Frank</b>: I don't know, I mean, y'know, this is the city y'know, I just, I mean, I don't know.<br><br><b>Phoebe</b>: Whatever, it's the perfect end to the perfect weekend anyways.<br><br><b>Frank</b>: Oh, wait, no your right, no it was perfect and I can't believe that I screwed it up so bad.<br><br><b>Phoebe</b>: You really thought it was perfect?<br><br><b>Frank</b>: Well, no, maybe-maybe it wasn't perfect, but y'know it was pretty cool, y'know, 'cause we had all those great talks y'know.<br><br><b>Phoebe</b>: Yeah, um, which ones in particular were great for you?<br><br><b>Frank</b>: Well y'know about the tongue thing, y'know, and how I told you about my likes and my dislikes...<br><br><b>Phoebe</b>: I don't....<br><br><b>Frank</b>: How-how I like to melt stuff, and how I dislike stuff that doesn't melt.<br><br><b>Phoebe</b>: Right, okay, um-mm.<br><br><b>Frank</b>: Yeah, y'know I feel like I can really talk to you 'cause y'know you're my sister, y'know.<br><br><b>Phoebe</b>: Yeah, I guess I do, yeah.<br><br><b>Frank</b>: Then I go feel your friend up and make you mad at me.<br><br><b>Phoebe</b>: Well, I-I wasn't hopping mad, y'know.<br><br><b>Frank</b>: You hopped a little bit. Yeah, I really sorry.<br><br><b>Phoebe</b>: Okay. All right, this is my favourite part of the weekend, right now, this.<br><br>",Frank,0,0,0,1,0
370,03_e06_c02,"<b>s03_e06_c02(0) for Monica</b><br><br><b>Phoebe</b>: Oh, that is so unfortunate.<br><br><b>Ross</b>: What?<br><br><b>Phoebe</b>: Cute naked guy is really starting to put on weight.<br><br><b>Monica</b>: (entering from bedroom) Okay, I'll be back in just a minute. Oh, Phoebe I'm sorry that I left lipstick marks on the phone.<br><br><b>Phoebe</b>: You didn't leave lipstick marks on the phone.<br><br><b>Monica</b>: Oh, then it must've been you. Bye. (leaves)<br><br>",Monica,0,0,0,1,0
371,03_e06_c09,"<b>s03_e06_c09(0) for Joey</b><br><br><b>Monica</b>: Oh my God!!! What are you doing?!!<br><br><b>Joey</b>: You said, you wanna come in for some lemonade?<br><br><b>Monica</b>: So?!<br><br><b>Joey</b>: Whoa, ah!! We're you just gonna give me some lemonade?<br><br>",Joey,1,1,0,1,1
372,03_e06_c11,"<b>s03_e06_c11(0) for Joey</b><br><br><b>Chandler</b>: So ah, whatcha watching?<br><br><b>Joey</b>: Baywatch.<br><br><b>Chandler</b>: What's it about?<br><br><b>Joey</b>: Lifeguards.<br><br><b>Chandler</b>: Well, it sounds kinda stupid... (looks at the TV) Who's she?<br><br>",Joey,1,0,1,1,0
373,03_e06_c11,"<b>s03_e06_c11(0) for Chandler</b><br><br><b>Chandler</b>: So ah, whatcha watching?<br><br><b>Joey</b>: Baywatch.<br><br><b>Chandler</b>: What's it about?<br><br><b>Joey</b>: Lifeguards.<br><br><b>Chandler</b>: Well, it sounds kinda stupid... (looks at the TV) Who's she?<br><br>",Chandler,1,1,0,1,0
374,03_e07_c08,"<b>s03_e07_c08(1) for Dr. Green</b><br><br><b>Rachel</b>: Yes, it bothers me Ross, but y'know if he was a regular at the coffee house, I'd be serving him sneezers.<br><br><b>Ross</b>: So?<br><br><b>Rachel</b>: So. Ross, I've bugged him about this a million times, he's not gonna change.<br><br><b>Ross</b>: You really serve people sneezers?<br><br><b>Rachel</b>: Well um, I don't.<br><br><b>Dr. Green</b>: You kids ready?<br><br><b>Ross</b>: Thanks again, Dr. Green.<br><br><b>Dr. Green</b>: All right.<br><br>(Ross takes a twenty and slips it underneath the bill when Dr. Green isn't looking.)<br><br><b>Dr. Green</b>: Oh, wait, wait, wait, wait, I think I forgot my receipt.<br><br><b>Ross</b>: Oh, ah, you don't need that.<br><br><b>Dr. Green</b>: Why not?<br><br><b>Ross</b>: The carbon, it's messy, I mean it gets on your fingers and causes, the, the ah, night blindness.<br><br><b>Dr. Green</b>: (gets his receipt and notices the twenty) What is this? Who put a twenty down here? Huh?<br><br><b>Ross</b>: Oh, yeah, that would be me, um, I have, I have a problem I-I tip way too much, way, way, too much, it's a sickness really.<br><br><b>Rachel</b>: Yeah it is, it is. (to Ross) We really, really have to do something about that.<br><br><b>Ross</b>: I know.<br><br>",Dr. Green,1,0,0,1,0
375,03_e07_c14,"<b>s03_e07_c14(0) for Rachel</b><br><br><b>Ross</b>: Dr. Green. How are you? (offers his hand, and Dr. Green puts his scarf on it.)<br><br><b>Dr. Green</b>: Thanks for dinner last night.<br><br><b>Ross</b>: Thank you for teaching me a valuable lesson.<br><br><b>Dr. Green</b>: Nice hair. What'd ya do? Swim here?<br><br><b>Ross</b>: (to Rachel) Okay, that's it, I can't take it anymore.<br><br><b>Rachel</b>: What? What? He's interested in you. He-he likes your hair, he just wants to know how you got here.<br><br><b>Ross</b>: Oh, please. Sweetie it's hopeless, okay, I'm just gonna go. (starts to leave rubbing his neck)<br><br><b>Rachel</b>: What?!<br><br><b>Ross</b>: Look, look I'm sorry. It's just that....<br><br><b>Dr. Green</b>: Ross? What's with the neck?<br><br><b>Rachel</b>: He's got this thing. And I keep telling him to go to my chiropractor...<br><br><b>Dr. Green</b>: You're still going to that chiropractor, that man couldn't get into medical school in Extapa!<br><br><b>Ross</b>: Thank you! That's what I keep saying.<br><br><b>Rachel</b>: Excuse me, Dr. Bobby happens to be an excellent doctor.<br><br><b>Ross</b>: Uh.<br><br><b>Dr. Green</b>: Wait a minute, his name is Dr. Bobby?<br><br><b>Rachel</b>: Well that's his last name.<br><br><b>Ross</b>: And his first name.<br><br><b>Dr. Green</b>: He's Bobby Bobby?<br><br><b>Rachel</b>: It's Robert Bobby.<br><br><b>Dr. Green</b>: Oh.<br><br><b>Rachel</b>: And um, excuse me, he helps me.<br><br><b>Ross</b>: Oh-ho please. Ask her how?<br><br><b>Dr. Green</b>: What do you need help for?<br><br><b>Rachel</b>: With my alignment. I've got one leg shorter than the other.<br><br><b>Dr. Green</b>: Oh God!<br><br><b>Ross</b>: Argue with that.<br><br><b>Rachel</b>: What? It's true, my right leg is two inches shorter.<br><br><b>Dr. Green</b>: Come on! You're just titling! (to Ross) Her legs are fine!<br><br><b>Ross</b>: I know that!<br><br><b>Dr. Green</b>: So, why do you let her go to a chiropractor for?<br><br><b>Rachel</b>: I'm sorry, let her?<br><br><b>Ross</b>: What can I do, she doesn't listen to me about renter's insurance either.<br><br><b>Dr. Green</b>: Wait a minute, you don't have renter's insurance?!<br><br><b>Rachel</b>: No.<br><br><b>Dr. Green</b>: Well what if somebody steals something? How are you gonna run after him with one leg shorter than the other?!<br><br>(Both he and Ross start laughing)<br><br><b>Ross</b>: Hey, would you ah, would you like some juice?<br><br>",Rachel,0,1,1,0,1
376,03_e08_c01,"<b>s03_e08_c01(0) for Phoebe</b><br><br><b>Rachel</b>: Here you go Pheebs. Who else wants one of my special homemade brownies?<br><br><b>Chandler</b>: I will have one. (Ross and him both take one.)<br><br>(Phoebe takes a bite and spits it out and screams.)<br><br><b>Chandler</b>: Okay, I'm not gonna have one.<br><br><b>Ross</b>: Neither will I. (they both put back the brownies.)<br><br><b>Phoebe</b>: No, no, it's just my tooth.<br><br><b>Chandler</b>: All right I'll have one. (he and Ross take another brownie,)<br><br><b>Ross</b>: So what's a matter, you need a dentist? I've got a good one.<br><br><b>Phoebe</b>: No thanks, I have a good one too. I just, I, I can't see him.<br><br><b>Chandler</b>: See that is the problem with invisible dentists.<br><br><b>Ross</b>: Why? Why can't you go to him?<br><br><b>Phoebe</b>: Because, every time I go to the dentist, somebody dies.<br><br><b>Chandler</b>: That is so weird, because every time I go to the dentist, I look down the hygienist's blouse.<br><br><b>Rachel</b>: Phoebe, what? Umm...what?!<br><br>",Phoebe,1,1,0,1,1
377,03_e08_c01,"<b>s03_e08_c01(0) for Rachel</b><br><br><b>Phoebe</b>: No thanks, I have a good one too. I just, I, I can't see him.<br><br><b>Chandler</b>: See that is the problem with invisible dentists.<br><br><b>Ross</b>: Why? Why can't you go to him?<br><br><b>Phoebe</b>: Because, every time I go to the dentist, somebody dies.<br><br><b>Chandler</b>: That is so weird, because every time I go to the dentist, I look down the hygienist's blouse.<br><br><b>Rachel</b>: Phoebe, what? Umm...what?!<br><br>",Rachel,1,1,1,1,1
378,03_e08_c02,"<b>s03_e08_c02(0) for Ross</b><br><br><b>Rachel</b>: Phoebe, your in pain, would you just go to the dentist, just go.<br><br><b>Phoebe</b>: All right, fine, fine, but if you're my next victim, don't come back as a poltergeist and like suck me into the TV set.<br><br><b>Rachel</b>: I promise.<br><br><b>Phoebe</b>: Although, don't feel like you can't visit.<br><br><b>Joey</b>: (entering with Monica) Hey, is, is, is Chandler here?<br><br><b>Ross</b>: (patting his clothes like he is looking for his wallet) No, no he's not.<br><br><b>Monica</b>: You guys, Joey just saw Janice kissing her ex-husband.<br><br>",Ross,1,1,1,1,0
379,03_e08_c02,"<b>s03_e08_c02(0) for Phoebe</b><br><br><b>Ross</b>: Thanks, Gunther. (takes the plate Gunther serves him and Rachel comes up and kisses him) (to Rachel) Hey! (to Gunther) Umm, can I get a napkin too?<br><br><b>Gunther</b>: Oh, like you don't already have everything.<br><br><b>Phoebe</b>: (trying to bite into an apple) Ow! Ow! (drops the apple in disgust.)<br><br><b>Rachel</b>: Phoebe, your in pain, would you just go to the dentist, just go.<br><br><b>Phoebe</b>: All right, fine, fine, but if you're my next victim, don't come back as a poltergeist and like suck me into the TV set.<br><br><b>Rachel</b>: I promise.<br><br><b>Phoebe</b>: Although, don't feel like you can't visit.<br><br>",Phoebe,0,0,0,1,0
380,03_e08_c04,"<b>s03_e08_c04(0) for Rachel</b><br><br><b>Rachel</b>: (holding Ben) Look Benny, spoon. (moves it back and forth) Spoon. Come on! All right, y'know what I think he's bored.<br><br><b>Monica</b>: Here. Ben, do you wanna play the airplane game, do you wanna show Rachel? Come here. (takes Ben) We're gonna do something fun. Okay. (throws Ben up in the air a little bit and catches him) Weee!! (moves into the living room and does it again) Weee!! (starts to walk back into the kitchen as she does it again, and hits Ben's head on that wooden beam across the ceiling.)<br><br>[cut to later]<br><br><b>Monica</b>: (to Ben) Who's so brave, you're so brave, yes you are, you're so brave.<br><br><b>Rachel</b>: Okay. Okay honey, he's fine, he's fine, let's just put him down. Come here, Ben. (sets him on the couch) See that's a good boy. (to Monica) How could you do that to him!! Ross trusted me, what is he going to say?!<br><br><b>Monica</b>: He's not gonna say anything, because we're not gonna tell him.<br><br><b>Rachel</b>: We're not?!<br><br><b>Monica</b>: No we're not.<br><br><b>Rachel</b>: All right, I like that.<br><br><b>Monica</b>: Okay.<br><br><b>Rachel</b>: So we're okay, we're okay, we're okay, (starts to exam Ben) aren't we? No, we're not okay, we're not okay, there's a bump, there's a bump.<br><br><b>Monica</b>: Oh my God! Well push it in! Push it in!<br><br><b>Rachel</b>: I cannot push it in!<br><br><b>Monica</b>: Okay, we're gonna need a distraction.<br><br><b>Rachel</b>: Okay, okay, okay.<br><br><b>Monica</b>: I got it!<br><br><b>Rachel</b>: Okay.<br><br><b>Monica</b>: The second that Ross walks in that door, I want you take him back to your bedroom and do whatever it is that you do that makes him go, (high pitched) rweee!!<br><br><b>Rachel</b>: Or. We could put a hat on his head.<br><br><b>Monica</b>: A hat! Yes! We need a hat.<br><br><b>Rachel</b>: We need a hat..<br><br><b>Monica</b>: Where are we gonna find a tiny little hat?<br><br><b>Rachel</b>: Oh, oh, oh, I'll get 'Rainy Day Bear'!! (runs to get him)<br><br><b>Monica</b>: Because he'll know what to do? (Rachel comes out of her room with a bear that's dressed in a rain suit.) Oh my God, you're a genius!<br><br>",Rachel,1,0,1,1,1
381,03_e08_c06,"<b>s03_e08_c06(0) for Ben</b><br><br><b>Phoebe</b>: (running through the door) No! Oh! You're alive! You're alive!<br><br><b>Rachel</b>: See Pheebs, I promised you no one would die, didn't I?<br><br><b>Phoebe</b>: Yeah, well, we'll see about that. Can I use your phone? I just wanna call everyone I know.<br><br><b>Monica</b>: Sure, we have no money, go ahead.<br><br><b>Phoebe</b>: (on phone) 'Hey! You're not dead! Okay, see ya!'<br><br><b>Ben</b>: Monica.<br><br><b>Monica</b>: Oh my God! He just said my name! Did you hear that?<br><br><b>Ben</b>: Monica bang!<br><br><b>Rachel</b>: Okay, I heard that.<br><br><b>Monica</b>: Did he just say 'Monica bang'?<br><br><b>Rachel</b>: Uh-huh.<br><br><b>Monica</b>: Oh my God! He's gonna rat me out!<br><br>",Ben,1,1,0,1,1
382,03_e08_c06,"<b>s03_e08_c06(1) for Rachel</b><br><br><b>Monica</b>: Sure, we have no money, go ahead.<br><br><b>Phoebe</b>: (on phone) 'Hey! You're not dead! Okay, see ya!'<br><br><b>Ben</b>: Monica.<br><br><b>Monica</b>: Oh my God! He just said my name! Did you hear that?<br><br><b>Ben</b>: Monica bang!<br><br><b>Rachel</b>: Okay, I heard that.<br><br><b>Monica</b>: Did he just say 'Monica bang'?<br><br><b>Rachel</b>: Uh-huh.<br><br><b>Monica</b>: Oh my God! He's gonna rat me out!<br><br>",Rachel,1,0,1,1,1
383,03_e08_c08,"<b>s03_e08_c08(1) for Rachel</b><br><br><b>Phoebe</b>: Woo-Hoo! The curse is broken! I called everybody I know, and everyone is alive.<br><br><b>Joey</b>: Uh.<br><br><b>Phoebe</b>: What?<br><br><b>Joey</b>: Ugly Naked Guy looks awfully still. (Phoebe runs to the window and gasps.)<br><br>[Cut to later, all except Chandler are staring out the window at Ugly Naked Guy.]<br><br><b>Phoebe</b>: Oh my God! I killed him! I killed another one! And this curse is getting stronger too, to bring down something that big.<br><br><b>Rachel</b>: Well maybe he's just taking a nap.<br><br><b>Joey</b>: I'm tellin' ya, he hasn't moved since this morning.<br><br>",Rachel,0,0,1,1,1
384,03_e08_c10,"<b>s03_e08_c10(0) for Ross</b><br><br><b>Ross</b>: Well, he's finally alseep. About that ah, bump on his head?<br><br><b>Rachel</b>: Are you, are you, are you sure it's ah, a new bump? I mean, no offense, I've always thought of Ben as a fairly bumpy headed child.<br><br><b>Ross</b>: It's okay if he bumps his head, kids bump their heads all the time, y'know, it was your first time babysitting, I figured you did the best you could.<br><br><b>Rachel</b>: (confidently) I did!<br><br><b>Ross</b>: I know! I'm saying you have to watch them all the time.<br><br><b>Rachel</b>: I did!! I watched! I watched! I watched Monica bang his head against that thing!<br><br><b>Ross</b>: Monica did it?<br><br>(Monica runs into the kitchen from the terrace.)<br><br><b>Ross</b>: Monica?<br><br><b>Monica</b>: Yeah.<br><br><b>Ross</b>: Umm, did you notice anything wierd about Ben today?<br><br><b>Monica</b>: No. Why?<br><br><b>Ross</b>: Well, I was just playing with him, and y'know we were doing the alphabet song, which he used to be really good at, but suddenly he's leaving out 'e' and 'f.' It's like they just ah, I don't know, fell out of his head.<br><br><b>Monica</b>: Really?!<br><br><b>Ross</b>: Oh, and also, he's, he's walkin' kind of funny, his left leg is moving a lot faster than his right leg, and he's in there just sort of y'know... (walks around in a circle)<br><br>",Ross,1,0,0,0,0
385,03_e08_c11,"<b>s03_e08_c11(0) for Chandler</b><br><br><b>Chandler</b>: Janice, I have something I need to tell you, and I want you to let me get through it, because it's, it's, it's not gonna be easy.<br><br><b>Janice</b>: Okay.<br><br><b>Chandler</b>: I think you should go back with Gary. I don't wanna be the guy that breaks up a family, y'know when my parents split up, it was because of that guy. Whenever I would see him I was always think y'know 'You're the reason, you are the reason why their not together.' and I hated that guy. And it didn't matter how nice he was, or how happy he made my Dad.<br><br><b>Janice</b>: Wow!<br><br><b>Chandler</b>: Yeah, well. It's the right thing to do.<br><br><b>Janice</b>: Oh! You're right. Oh God. But, before I can say 'good-bye', there's something I really need you to know, Chandler. The way I feel about you, it's like, I finally understand what Lionel Richie's been singing about. Y'know, I mean what we have, it's like movie love, you're my soulmate, and I can't believe we're not going to be spending the rest of our lives together.<br><br><b>Chandler</b>: Then don't leave me!<br><br><b>Janice</b>: What?<br><br><b>Chandler</b>: Forget what I said, I was babbling! Pick me!<br><br><b>Janice</b>: No, you were right, you were right. I mean, I-I-I've got to give my marriage another chance.<br><br><b>Chandler</b>: No you don't! No, no, no, I say you have to give your divorce another chance.<br><br><b>Janice</b>: (standing up) I'm sorry. (hugs him)<br><br><b>Chandler</b>: Ohhh. Don't go.<br><br><b>Janice</b>: No, I-I-I gotta go. (she starts to walk away, but Chandler doesn't let her go.)<br><br><b>Chandler</b>: No. No! No! No!<br><br><b>Janice</b>: Honey, honey, people are looking.<br><br>",Chandler,1,0,0,1,1
386,03_e08_c12,"<b>s03_e08_c12(0) for Joey</b><br><br><b>Joey</b>: All right now remember, something this big and long is going to be difficult to manuver, fortunately I have a lot of experience in that area.<br><br><b>Ross</b>: Can we please focus here, a naked man's life hangs in the balance!<br><br><b>Phoebe</b>: I'm telling you he's dead. What we are about to have here is a dead fat guy on a stick.<br><br><b>Joey</b>: All right, ladies and gentlemen, let's poke. (they start to advance the giant poking device) Steady. Steady. Okay, a little higher. Careful of the angle. Okay, okay, we're approaching the window (as he says this the camera cuts to their view of Ugly Naked Guy, so that we actually see him!) Thread the needle. Thread the needle.<br><br>(They thread the needle and start poking him, he then stirs.)<br><br><b>Phoebe</b>: He's alive! He's a-live!!!<br><br>",Joey,1,1,0,0,0
387,03_e09_c03,"<b>s03_e09_c03(2) for Phoebe</b><br><br><b>Ross</b>: Before the snap!<br><br><b>Joey</b>: After!!<br><br><b>Chandler</b>: Before!!<br><br><b>Rachel</b>: Now, does it really matter?<br><br><b>All</b>: Yes!!<br><br><b>Phoebe</b>: Well, okay, I made a touchdown. It was my first touchdown. So?<br><br><b>Ross</b>: Oh Pheebs, that's great. It doesn't count.<br><br><b>Monica</b>: Does so count!<br><br><b>Ross</b>: Cheater, cheater, compulsive eater.<br><br><b>Phoebe</b>: Oh my God!<br><br><b>Monica</b>: Y'know what, that's fine, maybe you haven't grown up, but I have.<br><br><b>Ross</b>: Oh-ho, okay.<br><br><b>Monica</b>: Dead leg!! (kicks him in the thigh.)<br><br><b>Ross</b>: Ow! Ow! Okay, okay, fine, fine! All right, you wanna win by cheating, go ahead, all right. Phoebe the touchdown does count, you win.<br><br><b>Phoebe</b>: Woo-yay!!<br><br>",Phoebe,0,1,0,0,0
388,03_e09_c03,"<b>s03_e09_c03(1) for Joey</b><br><br><b>Monica</b>: I heard that!<br><br><b>Ross</b>: Well, I said it loud.<br><br>[cut to Chandler, Joey, and Margha.]<br><br><b>Margha</b>: It is okay, if I stay and watch?<br><br><b>Chandler, Joey</b>: Yeah! Why don't you stick around. You can sit right there.<br><br>(she goes and sits down)<br><br><b>Chandler</b>: Well, that went well.<br><br><b>Joey</b>: I think so.<br><br><b>Chandler</b>: Y'know, I was thinking about ah, asking her for her number.<br><br><b>Joey</b>: Thanks man, but I think it makes a stronger statement if I ask for it myself, y'know.<br><br><b>Chandler</b>: Whoa-ho, whoa! No, I was thinking about y'know for me, as a part of that whole getting over Janice thing you were talking about.<br><br><b>Joey</b>: Oh, yeah, that. All right, means that much to ya, I'll let you have her.<br><br><b>Chandler</b>: Thanks. What, let me have her?! What do mean? Like if you didn't I wouldn't have a shot?<br><br><b>Joey</b>: Well I don't like to say it out loud, but, yeah! Don't feel bad man, we all have our strengths. You're better with numbers and stuff.<br><br>",Joey,0,0,0,0,0
389,03_e09_c03,"<b>s03_e09_c03(0) for Margha</b><br><br><b>Woman</b>: I'm Dutch.<br><br><b>Joey</b>: Hi-hi, I'm Joey.<br><br><b>Woman</b>: I'm Margha.<br><br><b>Joey</b>: I'm sorry Dutch, I didn't get that last little bit.<br><br><b>Chandler</b>: (running up) Hey Joey, do you wanna play football or you wanna.. (sees Marhan) Hi, I'm Chandler.<br><br><b>Margha</b>: Hello, Chandler.<br><br><b>Joey</b>: Her name is Dutch, and also Marklan.<br><br><b>Margha</b>: Margha.<br><br><b>Joey</b>: Mar-klan.<br><br><b>Margha</b>: Mar-gha.<br><br>",Margha,1,0,1,1,0
